169;hitmonchan;502;14;
171;lickitung;655;12;
173;koffing;10;6;
174;weezing;95;12;
176;rhyhorn;1150;10;
177;rhydon;1200;19;
180;chansey;346;11;
182;tangela;350;10;
184;kangaskhan;800;22;
186;horsea;80;4;
187;seadra;250;12;
189;goldeen;150;6;
190;seaking;390;13;
191;staryu;345;8;
192;starmie;800;11;
194;mr-mime;545;13;
196;scyther;560;15;
200;jynx;406;14;
202;electabuzz;300;11;
205;magmar;445;13;
207;pinsir;550;15;
209;tauros;884;14;
210;magikarp;100;9;
211;gyarados;2350;65;
213;lapras;2200;25;
214;ditto;40;3;
215;eevee;65;3;
217;vaporeon;290;10;
218;jolteon;245;8;
219;flareon;250;9;
225;porygon;365;8;
228;omanyte;75;4;
229;omastar;350;10;
230;kabuto;115;5;
231;kabutops;405;13;
232;aerodactyl;590;18;
235;snorlax;4600;21;
236;articuno;554;17;
238;zapdos;526;16;
240;moltres;600;20;
242;dratini;33;18;
243;dragonair;165;40;
244;dragonite;2100;22;
245;mewtwo;1220;20;
248;mew;40;4;
1;Bulbasur;67;7;
1;bulbasaur;69;7;
2;ivysaur;130;10;
3;venusaur;1000;20;
5;charmander;85;6;
6;charmeleon;190;11;
7;charizard;905;17;
10;squirtle;90;5;
11;wartortle;225;10;
12;blastoise;855;16;
14;caterpie;29;3;
15;metapod;99;7;
16;butterfree;320;11;
17;weedle;32;3;
18;kakuna;100;6;
19;beedrill;295;10;
21;pidgey;18;3;
22;pidgeotto;300;11;
23;pidgeot;395;15;
25;rattata;35;3;
27;raticate;185;7;
30;spearow;20;3;
31;fearow;380;12;
32;ekans;69;20;
33;arbok;650;35;
35;pikachu;60;4;
51;raichu;300;8;
53;sandshrew;120;6;
55;sandslash;295;10;
57;nidoran-f;70;4;
58;nidorina;200;8;
59;nidoqueen;600;13;
60;nidoran-m;90;5;
61;nidorino;195;9;
62;nidoking;620;14;
64;clefairy;75;6;
65;clefable;400;13;
66;vulpix;99;6;
68;ninetales;199;11;
71;jigglypuff;55;5;
72;wigglytuff;120;10;
73;zubat;75;8;
74;golbat;550;16;
76;oddish;54;5;
77;gloom;86;8;
78;vileplume;186;12;
80;paras;54;3;
81;parasect;295;10;
82;venonat;300;10;
83;venomoth;125;15;
84;diglett;8;2;
86;dugtrio;333;7;
88;meowth;42;4;
91;persian;320;10;
93;psyduck;196;8;
94;golduck;766;17;
95;mankey;280;5;
96;primeape;320;10;
97;growlithe;190;7;
98;arcanine;1550;19;
99;poliwag;124;6;
100;poliwhirl;200;10;
101;poliwrath;540;13;
103;abra;195;9;
104;kadabra;565;13;
105;alakazam;480;15;
107;machop;195;8;
108;machoke;705;15;
109;machamp;1300;16;
110;bellsprout;40;7;
111;weepinbell;64;10;
112;victreebel;155;17;
113;tentacool;455;9;
114;tentacruel;550;16;
115;geodude;200;4;
117;graveler;1050;10;
119;golem;3000;14;
121;ponyta;300;10;
123;rapidash;950;17;
125;slowpoke;360;12;
127;slowbro;785;16;
132;magnemite;60;3;
133;magneton;600;10;
135;farfetchd;150;8;
137;doduo;392;14;
138;dodrio;852;18;
139;seel;900;11;
140;dewgong;1200;17;
141;grimer;300;9;
143;muk;300;12;
145;shellder;40;3;
146;cloyster;1325;15;
147;gastly;1;13;
148;haunter;1;16;
149;gengar;405;15;
151;onix;2100;88;
154;drowzee;324;10;
155;hypno;756;16;
156;krabby;65;4;
157;kingler;600;13;
158;voltorb;104;5;
159;electrode;666;12;
160;exeggcute;25;4;
161;exeggutor;1200;20;
163;cubone;65;4;
164;marowak;450;10;
168;hitmonlee;498;15;
169;hitmonchan;502;14;
171;lickitung;655;12;
173;koffing;10;6;
174;weezing;95;12;
176;rhyhorn;1150;10;
177;rhydon;1200;19;
180;chansey;346;11;
182;tangela;350;10;
184;kangaskhan;800;22;
186;horsea;80;4;
187;seadra;250;12;
189;goldeen;150;6;
190;seaking;390;13;
191;staryu;345;8;
192;starmie;800;11;
194;mr-mime;545;13;
196;scyther;560;15;
200;jynx;406;14;
202;electabuzz;300;11;
205;magmar;445;13;
207;pinsir;550;15;
209;tauros;884;14;
210;magikarp;100;9;
211;gyarados;2350;65;
213;lapras;2200;25;
214;ditto;40;3;
215;eevee;65;3;
217;vaporeon;290;10;
218;jolteon;245;8;
219;flareon;250;9;
225;porygon;365;8;
228;omanyte;75;4;
229;omastar;350;10;
230;kabuto;115;5;
231;kabutops;405;13;
232;aerodactyl;590;18;
235;snorlax;4600;21;
236;articuno;554;17;
238;zapdos;526;16;
240;moltres;600;20;
242;dratini;33;18;
243;dragonair;165;40;
244;dragonite;2100;22;
245;mewtwo;1220;20;
248;mew;40;4;
1;Bulbasur;67;7;
1;bulbasaur;69;7;
2;ivysaur;130;10;
3;venusaur;1000;20;
5;charmander;85;6;
6;charmeleon;190;11;
7;charizard;905;17;
10;squirtle;90;5;
11;wartortle;225;10;
12;blastoise;855;16;
14;caterpie;29;3;
15;metapod;99;7;
16;butterfree;320;11;
17;weedle;32;3;
18;kakuna;100;6;
19;beedrill;295;10;
21;pidgey;18;3;
22;pidgeotto;300;11;
23;pidgeot;395;15;
25;rattata;35;3;
27;raticate;185;7;
30;spearow;20;3;
31;fearow;380;12;
32;ekans;69;20;
33;arbok;650;35;
35;pikachu;60;4;
51;raichu;300;8;
53;sandshrew;120;6;
55;sandslash;295;10;
57;nidoran-f;70;4;
58;nidorina;200;8;
59;nidoqueen;600;13;
60;nidoran-m;90;5;
61;nidorino;195;9;
62;nidoking;620;14;
64;clefairy;75;6;
65;clefable;400;13;
66;vulpix;99;6;
68;ninetales;199;11;
71;jigglypuff;55;5;
72;wigglytuff;120;10;
73;zubat;75;8;
74;golbat;550;16;
76;oddish;54;5;
77;gloom;86;8;
78;vileplume;186;12;
80;paras;54;3;
81;parasect;295;10;
82;venonat;300;10;
83;venomoth;125;15;
84;diglett;8;2;
86;dugtrio;333;7;
88;meowth;42;4;
91;persian;320;10;
93;psyduck;196;8;
94;golduck;766;17;
95;mankey;280;5;
96;primeape;320;10;
97;growlithe;190;7;
98;arcanine;1550;19;
99;poliwag;124;6;
100;poliwhirl;200;10;
101;poliwrath;540;13;
103;abra;195;9;
104;kadabra;565;13;
105;alakazam;480;15;
107;machop;195;8;
108;machoke;705;15;
109;machamp;1300;16;
110;bellsprout;40;7;
111;weepinbell;64;10;
112;victreebel;155;17;
113;tentacool;455;9;
114;tentacruel;550;16;
115;geodude;200;4;
117;graveler;1050;10;
119;golem;3000;14;
121;ponyta;300;10;
123;rapidash;950;17;
125;slowpoke;360;12;
127;slowbro;785;16;
132;magnemite;60;3;
133;magneton;600;10;
135;farfetchd;150;8;
137;doduo;392;14;
138;dodrio;852;18;
139;seel;900;11;
140;dewgong;1200;17;
141;grimer;300;9;
143;muk;300;12;
145;shellder;40;3;
146;cloyster;1325;15;
147;gastly;1;13;
148;haunter;1;16;
149;gengar;405;15;
151;onix;2100;88;
154;drowzee;324;10;
155;hypno;756;16;
156;krabby;65;4;
157;kingler;600;13;
158;voltorb;104;5;
159;electrode;666;12;
160;exeggcute;25;4;
161;exeggutor;1200;20;
163;cubone;65;4;
164;marowak;450;10;
168;hitmonlee;498;15;
169;hitmonchan;502;14;
171;lickitung;655;12;
173;koffing;10;6;
174;weezing;95;12;
176;rhyhorn;1150;10;
177;rhydon;1200;19;
180;chansey;346;11;
182;tangela;350;10;
184;kangaskhan;800;22;
186;horsea;80;4;
187;seadra;250;12;
189;goldeen;150;6;
190;seaking;390;13;
191;staryu;345;8;
192;starmie;800;11;
194;mr-mime;545;13;
196;scyther;560;15;
200;jynx;406;14;
202;electabuzz;300;11;
205;magmar;445;13;
207;pinsir;550;15;
209;tauros;884;14;
210;magikarp;100;9;
211;gyarados;2350;65;
213;lapras;2200;25;
214;ditto;40;3;
215;eevee;65;3;
217;vaporeon;290;10;
218;jolteon;245;8;
219;flareon;250;9;
225;porygon;365;8;
228;omanyte;75;4;
229;omastar;350;10;
230;kabuto;115;5;
231;kabutops;405;13;
232;aerodactyl;590;18;
235;snorlax;4600;21;
236;articuno;554;17;
238;zapdos;526;16;
240;moltres;600;20;
242;dratini;33;18;
243;dragonair;165;40;
244;dragonite;2100;22;
245;mewtwo;1220;20;
248;mew;40;4;
1;Bulbasur;67;7;
1;bulbasaur;69;7;
2;ivysaur;130;10;
3;venusaur;1000;20;
5;charmander;85;6;
6;charmeleon;190;11;
7;charizard;905;17;
10;squirtle;90;5;
11;wartortle;225;10;
12;blastoise;855;16;
14;caterpie;29;3;
15;metapod;99;7;
16;butterfree;320;11;
17;weedle;32;3;
18;kakuna;100;6;
19;beedrill;295;10;
21;pidgey;18;3;
22;pidgeotto;300;11;
23;pidgeot;395;15;
25;rattata;35;3;
27;raticate;185;7;
30;spearow;20;3;
31;fearow;380;12;
32;ekans;69;20;
33;arbok;650;35;
35;pikachu;60;4;
51;raichu;300;8;
53;sandshrew;120;6;
55;sandslash;295;10;
57;nidoran-f;70;4;
58;nidorina;200;8;
59;nidoqueen;600;13;
60;nidoran-m;90;5;
61;nidorino;195;9;
62;nidoking;620;14;
64;clefairy;75;6;
65;clefable;400;13;
66;vulpix;99;6;
68;ninetales;199;11;
71;jigglypuff;55;5;
72;wigglytuff;120;10;
73;zubat;75;8;
74;golbat;550;16;
76;oddish;54;5;
77;gloom;86;8;
78;vileplume;186;12;
80;paras;54;3;
81;parasect;295;10;
82;venonat;300;10;
83;venomoth;125;15;
84;diglett;8;2;
86;dugtrio;333;7;
88;meowth;42;4;
91;persian;320;10;
93;psyduck;196;8;
94;golduck;766;17;
95;mankey;280;5;
96;primeape;320;10;
97;growlithe;190;7;
98;arcanine;1550;19;
99;poliwag;124;6;
100;poliwhirl;200;10;
101;poliwrath;540;13;
103;abra;195;9;
104;kadabra;565;13;
105;alakazam;480;15;
107;machop;195;8;
108;machoke;705;15;
109;machamp;1300;16;
110;bellsprout;40;7;
111;weepinbell;64;10;
112;victreebel;155;17;
113;tentacool;455;9;
114;tentacruel;550;16;
115;geodude;200;4;
117;graveler;1050;10;
119;golem;3000;14;
121;ponyta;300;10;
123;rapidash;950;17;
125;slowpoke;360;12;
127;slowbro;785;16;
132;magnemite;60;3;
133;magneton;600;10;
135;farfetchd;150;8;
137;doduo;392;14;
138;dodrio;852;18;
139;seel;900;11;
140;dewgong;1200;17;
141;grimer;300;9;
143;muk;300;12;
145;shellder;40;3;
146;cloyster;1325;15;
147;gastly;1;13;
148;haunter;1;16;
149;gengar;405;15;
151;onix;2100;88;
154;drowzee;324;10;
155;hypno;756;16;
156;krabby;65;4;
157;kingler;600;13;
158;voltorb;104;5;
159;electrode;666;12;
160;exeggcute;25;4;
161;exeggutor;1200;20;
163;cubone;65;4;
164;marowak;450;10;
1;Bulbasur;67;7;
168;hitmonlee;498;15;
169;hitmonchan;502;14;
171;lickitung;655;12;
173;koffing;10;6;
1;bulbasaur;69;7;
174;weezing;95;12;
2;ivysaur;130;10;
176;rhyhorn;1150;10;
3;venusaur;1000;20;
177;rhydon;1200;19;
5;charmander;85;6;
180;chansey;346;11;
6;charmeleon;190;11;
182;tangela;350;10;
7;charizard;905;17;
184;kangaskhan;800;22;
10;squirtle;90;5;
186;horsea;80;4;
11;wartortle;225;10;
187;seadra;250;12;
12;blastoise;855;16;
189;goldeen;150;6;
14;caterpie;29;3;
190;seaking;390;13;
15;metapod;99;7;
191;staryu;345;8;
16;butterfree;320;11;
192;starmie;800;11;
194;mr-mime;545;13;
196;scyther;560;15;
17;weedle;32;3;
200;jynx;406;14;
18;kakuna;100;6;
202;electabuzz;300;11;
19;beedrill;295;10;
205;magmar;445;13;
21;pidgey;18;3;
207;pinsir;550;15;
22;pidgeotto;300;11;
209;tauros;884;14;
23;pidgeot;395;15;
210;magikarp;100;9;
25;rattata;35;3;
211;gyarados;2350;65;
27;raticate;185;7;
213;lapras;2200;25;
30;spearow;20;3;
214;ditto;40;3;
31;fearow;380;12;
215;eevee;65;3;
32;ekans;69;20;
217;vaporeon;290;10;
33;arbok;650;35;
218;jolteon;245;8;
35;pikachu;60;4;
219;flareon;250;9;
51;raichu;300;8;
225;porygon;365;8;
53;sandshrew;120;6;
228;omanyte;75;4;
55;sandslash;295;10;
229;omastar;350;10;
57;nidoran-f;70;4;
230;kabuto;115;5;
58;nidorina;200;8;
231;kabutops;405;13;
59;nidoqueen;600;13;
232;aerodactyl;590;18;
60;nidoran-m;90;5;
235;snorlax;4600;21;
61;nidorino;195;9;
236;articuno;554;17;
62;nidoking;620;14;
238;zapdos;526;16;
64;clefairy;75;6;
240;moltres;600;20;
65;clefable;400;13;
242;dratini;33;18;
66;vulpix;99;6;
243;dragonair;165;40;
68;ninetales;199;11;
244;dragonite;2100;22;
71;jigglypuff;55;5;
245;mewtwo;1220;20;
72;wigglytuff;120;10;
248;mew;40;4;
73;zubat;75;8;
74;golbat;550;16;
76;oddish;54;5;
77;gloom;86;8;
78;vileplume;186;12;
80;paras;54;3;
81;parasect;295;10;
82;venonat;300;10;
83;venomoth;125;15;
84;diglett;8;2;
86;dugtrio;333;7;
88;meowth;42;4;
91;persian;320;10;
93;psyduck;196;8;
94;golduck;766;17;
95;mankey;280;5;
96;primeape;320;10;
97;growlithe;190;7;
98;arcanine;1550;19;
99;poliwag;124;6;
100;poliwhirl;200;10;
101;poliwrath;540;13;
103;abra;195;9;
104;kadabra;565;13;
105;alakazam;480;15;
107;machop;195;8;
108;machoke;705;15;
109;machamp;1300;16;
110;bellsprout;40;7;
111;weepinbell;64;10;
112;victreebel;155;17;
113;tentacool;455;9;
114;tentacruel;550;16;
115;geodude;200;4;
117;graveler;1050;10;
119;golem;3000;14;
121;ponyta;300;10;
123;rapidash;950;17;
125;slowpoke;360;12;
127;slowbro;785;16;
132;magnemite;60;3;
133;magneton;600;10;
135;farfetchd;150;8;
137;doduo;392;14;
138;dodrio;852;18;
139;seel;900;11;
140;dewgong;1200;17;
141;grimer;300;9;
143;muk;300;12;
145;shellder;40;3;
146;cloyster;1325;15;
147;gastly;1;13;
148;haunter;1;16;
149;gengar;405;15;
151;onix;2100;88;
154;drowzee;324;10;
155;hypno;756;16;
156;krabby;65;4;
157;kingler;600;13;
158;voltorb;104;5;
159;electrode;666;12;
160;exeggcute;25;4;
161;exeggutor;1200;20;
163;cubone;65;4;
164;marowak;450;10;
168;hitmonlee;498;15;
169;hitmonchan;502;14;
171;lickitung;655;12;
173;koffing;10;6;
174;weezing;95;12;
176;rhyhorn;1150;10;
177;rhydon;1200;19;
180;chansey;346;11;
182;tangela;350;10;
184;kangaskhan;800;22;
186;horsea;80;4;
187;seadra;250;12;
189;goldeen;150;6;
190;seaking;390;13;
191;staryu;345;8;
192;starmie;800;11;
194;mr-mime;545;13;
196;scyther;560;15;
200;jynx;406;14;
202;electabuzz;300;11;
205;magmar;445;13;
207;pinsir;550;15;
209;tauros;884;14;
210;magikarp;100;9;
211;gyarados;2350;65;
213;lapras;2200;25;
214;ditto;40;3;
215;eevee;65;3;
217;vaporeon;290;10;
218;jolteon;245;8;
219;flareon;250;9;
225;porygon;365;8;
228;omanyte;75;4;
229;omastar;350;10;
230;kabuto;115;5;
231;kabutops;405;13;
232;aerodactyl;590;18;
235;snorlax;4600;21;
236;articuno;554;17;
238;zapdos;526;16;
240;moltres;600;20;
242;dratini;33;18;
243;dragonair;165;40;
244;dragonite;2100;22;
245;mewtwo;1220;20;
248;mew;40;4;
1;Bulbasur;67;7;
1;bulbasaur;69;7;
2;ivysaur;130;10;
3;venusaur;1000;20;
5;charmander;85;6;
6;charmeleon;190;11;
7;charizard;905;17;
10;squirtle;90;5;
11;wartortle;225;10;
12;blastoise;855;16;
14;caterpie;29;3;
15;metapod;99;7;
16;butterfree;320;11;
17;weedle;32;3;
18;kakuna;100;6;
19;beedrill;295;10;
21;pidgey;18;3;
22;pidgeotto;300;11;
23;pidgeot;395;15;
25;rattata;35;3;
27;raticate;185;7;
30;spearow;20;3;
31;fearow;380;12;
32;ekans;69;20;
33;arbok;650;35;
35;pikachu;60;4;
51;raichu;300;8;
53;sandshrew;120;6;
55;sandslash;295;10;
57;nidoran-f;70;4;
58;nidorina;200;8;
59;nidoqueen;600;13;
60;nidoran-m;90;5;
61;nidorino;195;9;
62;nidoking;620;14;
64;clefairy;75;6;
65;clefable;400;13;
66;vulpix;99;6;
68;ninetales;199;11;
71;jigglypuff;55;5;
72;wigglytuff;120;10;
73;zubat;75;8;
74;golbat;550;16;
76;oddish;54;5;
77;gloom;86;8;
78;vileplume;186;12;
80;paras;54;3;
81;parasect;295;10;
82;venonat;300;10;
83;venomoth;125;15;
84;diglett;8;2;
86;dugtrio;333;7;
88;meowth;42;4;
91;persian;320;10;
93;psyduck;196;8;
94;golduck;766;17;
95;mankey;280;5;
96;primeape;320;10;
97;growlithe;190;7;
98;arcanine;1550;19;
99;poliwag;124;6;
100;poliwhirl;200;10;
101;poliwrath;540;13;
103;abra;195;9;
104;kadabra;565;13;
105;alakazam;480;15;
107;machop;195;8;
108;machoke;705;15;
109;machamp;1300;16;
110;bellsprout;40;7;
111;weepinbell;64;10;
112;victreebel;155;17;
113;tentacool;455;9;
114;tentacruel;550;16;
115;geodude;200;4;
117;graveler;1050;10;
119;golem;3000;14;
121;ponyta;300;10;
123;rapidash;950;17;
125;slowpoke;360;12;
127;slowbro;785;16;
132;magnemite;60;3;
133;magneton;600;10;
135;farfetchd;150;8;
137;doduo;392;14;
138;dodrio;852;18;
139;seel;900;11;
140;dewgong;1200;17;
141;grimer;300;9;
143;muk;300;12;
145;shellder;40;3;
146;cloyster;1325;15;
147;gastly;1;13;
148;haunter;1;16;
149;gengar;405;15;
151;onix;2100;88;
154;drowzee;324;10;
155;hypno;756;16;
156;krabby;65;4;
157;kingler;600;13;
158;voltorb;104;5;
159;electrode;666;12;
160;exeggcute;25;4;
161;exeggutor;1200;20;
163;cubone;65;4;
164;marowak;450;10;
168;hitmonlee;498;15;
169;hitmonchan;502;14;
171;lickitung;655;12;
173;koffing;10;6;
174;weezing;95;12;
176;rhyhorn;1150;10;
177;rhydon;1200;19;
180;chansey;346;11;
182;tangela;350;10;
184;kangaskhan;800;22;
186;horsea;80;4;
187;seadra;250;12;
189;goldeen;150;6;
190;seaking;390;13;
191;staryu;345;8;
192;starmie;800;11;
194;mr-mime;545;13;
196;scyther;560;15;
200;jynx;406;14;
202;electabuzz;300;11;
205;magmar;445;13;
207;pinsir;550;15;
209;tauros;884;14;
210;magikarp;100;9;
211;gyarados;2350;65;
213;lapras;2200;25;
214;ditto;40;3;
215;eevee;65;3;
217;vaporeon;290;10;
218;jolteon;245;8;
219;flareon;250;9;
225;porygon;365;8;
228;omanyte;75;4;
229;omastar;350;10;
230;kabuto;115;5;
231;kabutops;405;13;
232;aerodactyl;590;18;
235;snorlax;4600;21;
236;articuno;554;17;
238;zapdos;526;16;
240;moltres;600;20;
242;dratini;33;18;
243;dragonair;165;40;
244;dragonite;2100;22;
245;mewtwo;1220;20;
248;mew;40;4;
1;Bulbasur;67;7;
1;bulbasaur;69;7;
2;ivysaur;130;10;
3;venusaur;1000;20;
5;charmander;85;6;
6;charmeleon;190;11;
7;charizard;905;17;
10;squirtle;90;5;
11;wartortle;225;10;
12;blastoise;855;16;
14;caterpie;29;3;
15;metapod;99;7;
16;butterfree;320;11;
17;weedle;32;3;
18;kakuna;100;6;
19;beedrill;295;10;
21;pidgey;18;3;
22;pidgeotto;300;11;
23;pidgeot;395;15;
25;rattata;35;3;
27;raticate;185;7;
30;spearow;20;3;
31;fearow;380;12;
32;ekans;69;20;
33;arbok;650;35;
35;pikachu;60;4;
51;raichu;300;8;
53;sandshrew;120;6;
55;sandslash;295;10;
57;nidoran-f;70;4;
58;nidorina;200;8;
59;nidoqueen;600;13;
60;nidoran-m;90;5;
61;nidorino;195;9;
62;nidoking;620;14;
64;clefairy;75;6;
65;clefable;400;13;
66;vulpix;99;6;
68;ninetales;199;11;
71;jigglypuff;55;5;
72;wigglytuff;120;10;
73;zubat;75;8;
74;golbat;550;16;
76;oddish;54;5;
77;gloom;86;8;
78;vileplume;186;12;
80;paras;54;3;
81;parasect;295;10;
82;venonat;300;10;
83;venomoth;125;15;
84;diglett;8;2;
86;dugtrio;333;7;
88;meowth;42;4;
91;persian;320;10;
93;psyduck;196;8;
94;golduck;766;17;
95;mankey;280;5;
96;primeape;320;10;
97;growlithe;190;7;
98;arcanine;1550;19;
99;poliwag;124;6;
100;poliwhirl;200;10;
101;poliwrath;540;13;
103;abra;195;9;
104;kadabra;565;13;
105;alakazam;480;15;
107;machop;195;8;
108;machoke;705;15;
109;machamp;1300;16;
110;bellsprout;40;7;
111;weepinbell;64;10;
112;victreebel;155;17;
113;tentacool;455;9;
114;tentacruel;550;16;
115;geodude;200;4;
117;graveler;1050;10;
119;golem;3000;14;
121;ponyta;300;10;
123;rapidash;950;17;
125;slowpoke;360;12;
127;slowbro;785;16;
132;magnemite;60;3;
133;magneton;600;10;
135;farfetchd;150;8;
137;doduo;392;14;
138;dodrio;852;18;
139;seel;900;11;
140;dewgong;1200;17;
141;grimer;300;9;
143;muk;300;12;
145;shellder;40;3;
146;cloyster;1325;15;
147;gastly;1;13;
148;haunter;1;16;
149;gengar;405;15;
151;onix;2100;88;
154;drowzee;324;10;
155;hypno;756;16;
156;krabby;65;4;
157;kingler;600;13;
158;voltorb;104;5;
159;electrode;666;12;
160;exeggcute;25;4;
161;exeggutor;1200;20;
163;cubone;65;4;
164;marowak;450;10;
168;hitmonlee;498;15;
169;hitmonchan;502;14;
171;lickitung;655;12;
173;koffing;10;6;
174;weezing;95;12;
176;rhyhorn;1150;10;
177;rhydon;1200;19;
180;chansey;346;11;
182;tangela;350;10;
184;kangaskhan;800;22;
186;horsea;80;4;
187;seadra;250;12;
189;goldeen;150;6;
190;seaking;390;13;
191;staryu;345;8;
192;starmie;800;11;
194;mr-mime;545;13;
196;scyther;560;15;
200;jynx;406;14;
202;electabuzz;300;11;
205;magmar;445;13;
207;pinsir;550;15;
209;tauros;884;14;
210;magikarp;100;9;
211;gyarados;2350;65;
213;lapras;2200;25;
214;ditto;40;3;
215;eevee;65;3;
217;vaporeon;290;10;
218;jolteon;245;8;
219;flareon;250;9;
225;porygon;365;8;
228;omanyte;75;4;
229;omastar;350;10;
230;kabuto;115;5;
231;kabutops;405;13;
232;aerodactyl;590;18;
235;snorlax;4600;21;
236;articuno;554;17;
238;zapdos;526;16;
240;moltres;600;20;
242;dratini;33;18;
243;dragonair;165;40;
244;dragonite;2100;22;
245;mewtwo;1220;20;
248;mew;40;4;
1;bulbasaur;69;7;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
0;;0;0;
1;bulbasaur;69;7;
2;ivysaur;130;10;
3;venusaur;1000;20;
5;charmander;85;6;
6;charmeleon;190;11;
7;charizard;905;17;
10;squirtle;90;5;
11;wartortle;225;10;
12;blastoise;855;16;
14;caterpie;29;3;
15;metapod;99;7;
